,Area,Element,Unit,Year,Value
3695,Slovakia,Yield,hg/ha,1998,34705.0
3696,Slovakia,Yield,hg/ha,1999,29429.0
3697,Slovakia,Yield,hg/ha,2000,26579.0
3698,Slovakia,Yield,hg/ha,2001,32899.0
3699,Slovakia,Yield,hg/ha,2002,25432.0
3700,Slovakia,Yield,hg/ha,2003,24292.0
3701,Slovakia,Yield,hg/ha,2004,32757.0
3702,Slovakia,Yield,hg/ha,2005,24511.0
3703,Slovakia,Yield,hg/ha,2006,23608.0
3704,Slovakia,Yield,hg/ha,2007,21661.0
3705,Slovakia,Yield,hg/ha,2008,28912.0
3706,Slovakia,Yield,hg/ha,2009,61061.0
3707,Slovakia,Yield,hg/ha,2010,63022.0
3708,Slovakia,Yield,hg/ha,2011,35847.0
3709,Slovakia,Yield,hg/ha,2012,27741.0
3710,Slovakia,Yield,hg/ha,2013,50301.0
3711,Slovakia,Yield,hg/ha,2014,48408.0
3712,Slovakia,Yield,hg/ha,2015,70149.0
3713,Slovakia,Yield,hg/ha,2016,47574.0
3714,Slovakia,Yield,hg/ha,2017,54965.0
3715,Slovakia,Yield,hg/ha,2018,47059.0
3716,Slovakia,Yield,hg/ha,2019,51852.0
3717,Slovakia,Production,tonnes,1993,5434.0
3718,Slovakia,Production,tonnes,1994,11018.0
3719,Slovakia,Production,tonnes,1995,7250.0
3720,Slovakia,Production,tonnes,1996,7386.0
3721,Slovakia,Production,tonnes,1997,6209.0
3722,Slovakia,Production,tonnes,1998,4883.0
3723,Slovakia,Production,tonnes,1999,5156.0
3724,Slovakia,Production,tonnes,2000,4638.0
3725,Slovakia,Production,tonnes,2001,454.0
3726,Slovakia,Production,tonnes,2002,412.0
3727,Slovakia,Production,tonnes,2003,583.0
3728,Slovakia,Production,tonnes,2004,891.0
3729,Slovakia,Production,tonnes,2005,576.0
3730,Slovakia,Production,tonnes,2006,602.0
3731,Slovakia,Production,tonnes,2007,587.0
3732,Slovakia,Production,tonnes,2008,691.0
3733,Slovakia,Production,tonnes,2009,1209.0
3734,Slovakia,Production,tonnes,2010,1418.0
3735,Slovakia,Production,tonnes,2011,846.0
3736,Slovakia,Production,tonnes,2012,663.0
3737,Slovakia,Production,tonnes,2013,2842.0
3738,Slovakia,Production,tonnes,2014,973.0
3739,Slovakia,Production,tonnes,2015,940.0
3740,Slovakia,Production,tonnes,2016,804.0
3741,Slovakia,Production,tonnes,2017,786.0
3742,Slovakia,Production,tonnes,2018,800.0
3743,Slovakia,Production,tonnes,2019,1400.0
3744,Slovenia,Area harvested,ha,1992,270.0
3745,Slovenia,Area harvested,ha,1993,275.0
3746,Slovenia,Area harvested,ha,1994,283.0
3747,Slovenia,Area harvested,ha,1995,112.0
3748,Slovenia,Area harvested,ha,1996,90.0
3749,Slovenia,Area harvested,ha,1997,44.0
3750,Slovenia,Area harvested,ha,1998,36.0
3751,Slovenia,Area harvested,ha,1999,59.0
3752,Slovenia,Area harvested,ha,2000,107.0
3753,Slovenia,Area harvested,ha,2001,97.0
3754,Slovenia,Area harvested,ha,2002,78.0
3755,Slovenia,Area harvested,ha,2003,75.0
3756,Slovenia,Area harvested,ha,2004,75.0
3757,Slovenia,Area harvested,ha,2005,104.0
3758,Slovenia,Area harvested,ha,2006,104.0
3759,Slovenia,Area harvested,ha,2007,109.0
3760,Slovenia,Area harvested,ha,2008,124.0
3761,Slovenia,Area harvested,ha,2009,110.0
3762,Slovenia,Area harvested,ha,2010,102.0
3763,Slovenia,Area harvested,ha,2011,99.0
3764,Slovenia,Area harvested,ha,2012,80.0
3765,Slovenia,Area harvested,ha,2013,106.0
3766,Slovenia,Area harvested,ha,2014,87.0
3767,Slovenia,Area harvested,ha,2015,107.0
3768,Slovenia,Area harvested,ha,2016,111.0
3769,Slovenia,Area harvested,ha,2017,108.0
3770,Slovenia,Area harvested,ha,2018,120.0
3771,Slovenia,Area harvested,ha,2019,110.0
3772,Slovenia,Yield,hg/ha,1992,47667.0
3773,Slovenia,Yield,hg/ha,1993,52800.0
3774,Slovenia,Yield,hg/ha,1994,104064.0
3775,Slovenia,Yield,hg/ha,1995,128839.0
3776,Slovenia,Yield,hg/ha,1996,132333.0
3777,Slovenia,Yield,hg/ha,1997,105227.0
3778,Slovenia,Yield,hg/ha,1998,133333.0
3779,Slovenia,Yield,hg/ha,1999,188983.0
3780,Slovenia,Yield,hg/ha,2000,175514.0
3781,Slovenia,Yield,hg/ha,2001,191959.0
3782,Slovenia,Yield,hg/ha,2002,160513.0
3783,Slovenia,Yield,hg/ha,2003,162800.0
3784,Slovenia,Yield,hg/ha,2004,226800.0
3785,Slovenia,Yield,hg/ha,2005,209135.0
3786,Slovenia,Yield,hg/ha,2006,196923.0
3787,Slovenia,Yield,hg/ha,2007,161651.0
3788,Slovenia,Yield,hg/ha,2008,150968.0
3789,Slovenia,Yield,hg/ha,2009,186727.0
3790,Slovenia,Yield,hg/ha,2010,175490.0
3791,Slovenia,Yield,hg/ha,2011,201313.0
3792,Slovenia,Yield,hg/ha,2012,273750.0
3793,Slovenia,Yield,hg/ha,2013,202264.0
3794,Slovenia,Yield,hg/ha,2014,183563.0
3795,Slovenia,Yield,hg/ha,2015,182897.0
3796,Slovenia,Yield,hg/ha,2016,166216.0
3797,Slovenia,Yield,hg/ha,2017,156111.0
3798,Slovenia,Yield,hg/ha,2018,167500.0
3799,Slovenia,Yield,hg/ha,2019,176364.0
3800,Slovenia,Production,tonnes,1992,1287.0
3801,Slovenia,Production,tonnes,1993,1452.0
3802,Slovenia,Production,tonnes,1994,2945.0
3803,Slovenia,Production,tonnes,1995,1443.0
3804,Slovenia,Production,tonnes,1996,1191.0
3805,Slovenia,Production,tonnes,1997,463.0
3806,Slovenia,Production,tonnes,1998,480.0
3807,Slovenia,Production,tonnes,1999,1115.0
3808,Slovenia,Production,tonnes,2000,1878.0
3809,Slovenia,Production,tonnes,2001,1862.0
3810,Slovenia,Production,tonnes,2002,1252.0
3811,Slovenia,Production,tonnes,2003,1221.0
3812,Slovenia,Production,tonnes,2004,1701.0
3813,Slovenia,Production,tonnes,2005,2175.0
3814,Slovenia,Production,tonnes,2006,2048.0
3815,Slovenia,Production,tonnes,2007,1762.0
3816,Slovenia,Production,tonnes,2008,1872.0
3817,Slovenia,Production,tonnes,2009,2054.0
3818,Slovenia,Production,tonnes,2010,1790.0
3819,Slovenia,Production,tonnes,2011,1993.0
3820,Slovenia,Production,tonnes,2012,2190.0
3821,Slovenia,Production,tonnes,2013,2144.0
3822,Slovenia,Production,tonnes,2014,1597.0
3823,Slovenia,Production,tonnes,2015,1957.0
3824,Slovenia,Production,tonnes,2016,1845.0
3825,Slovenia,Production,tonnes,2017,1686.0
3826,Slovenia,Production,tonnes,2018,2010.0
3827,Slovenia,Production,tonnes,2019,1940.0
3828,Spain,Area harvested,ha,1961,2700.0
3829,Spain,Area harvested,ha,1962,2000.0
3830,Spain,Area harvested,ha,1963,2000.0
3831,Spain,Area harvested,ha,1964,2000.0
3832,Spain,Area harvested,ha,1965,2100.0
3833,Spain,Area harvested,ha,1966,2300.0
3834,Spain,Area harvested,ha,1967,2800.0
3835,Spain,Area harvested,ha,1968,3400.0
3836,Spain,Area harvested,ha,1969,3200.0
3837,Spain,Area harvested,ha,1970,3700.0
3838,Spain,Area harvested,ha,1971,4100.0
3839,Spain,Area harvested,ha,1972,4200.0
3840,Spain,Area harvested,ha,1973,4600.0
3841,Spain,Area harvested,ha,1974,4400.0
3842,Spain,Area harvested,ha,1975,4600.0
3843,Spain,Area harvested,ha,1976,4300.0
3844,Spain,Area harvested,ha,1977,4500.0
3845,Spain,Area harvested,ha,1978,5100.0
3846,Spain,Area harvested,ha,1979,5786.0
3847,Spain,Area harvested,ha,1980,5800.0
3848,Spain,Area harvested,ha,1981,4700.0
3849,Spain,Area harvested,ha,1982,6100.0
3850,Spain,Area harvested,ha,1983,6000.0
3851,Spain,Area harvested,ha,1984,7300.0
3852,Spain,Area harvested,ha,1985,8700.0
3853,Spain,Area harvested,ha,1986,9800.0
3854,Spain,Area harvested,ha,1987,10700.0
3855,Spain,Area harvested,ha,1988,10600.0
3856,Spain,Area harvested,ha,1989,11500.0
3857,Spain,Area harvested,ha,1990,9956.0
3858,Spain,Area harvested,ha,1991,7734.0
3859,Spain,Area harvested,ha,1992,8100.0
3860,Spain,Area harvested,ha,1993,8843.0
3861,Spain,Area harvested,ha,1994,8900.0
3862,Spain,Area harvested,ha,1995,8900.0
3863,Spain,Area harvested,ha,1996,8100.0
3864,Spain,Area harvested,ha,1997,9271.0
3865,Spain,Area harvested,ha,1998,9300.0
3866,Spain,Area harvested,ha,1999,10937.0
3867,Spain,Area harvested,ha,2000,11055.0
3868,Spain,Area harvested,ha,2001,9775.0
3869,Spain,Area harvested,ha,2002,8904.0
3870,Spain,Area harvested,ha,2003,9145.0
3871,Spain,Area harvested,ha,2004,7713.0
3872,Spain,Area harvested,ha,2005,8748.0
3873,Spain,Area harvested,ha,2006,8296.0
3874,Spain,Area harvested,ha,2007,8078.0
3875,Spain,Area harvested,ha,2008,8134.0
3876,Spain,Area harvested,ha,2009,7011.0
3877,Spain,Area harvested,ha,2010,7564.0
3878,Spain,Area harvested,ha,2011,6896.0
3879,Spain,Area harvested,ha,2012,7645.0
3880,Spain,Area harvested,ha,2013,8000.0
3881,Spain,Area harvested,ha,2014,7790.0
3882,Spain,Area harvested,ha,2015,7214.0
3883,Spain,Area harvested,ha,2016,6867.0
3884,Spain,Area harvested,ha,2017,6819.0
3885,Spain,Area harvested,ha,2018,7030.0
3886,Spain,Area harvested,ha,2019,7260.0
3887,Spain,Yield,hg/ha,1961,32452.0
3888,Spain,Yield,hg/ha,1962,29555.0
3889,Spain,Yield,hg/ha,1963,28700.0
3890,Spain,Yield,hg/ha,1964,32520.0
3891,Spain,Yield,hg/ha,1965,28738.0
3892,Spain,Yield,hg/ha,1966,30435.0
3893,Spain,Yield,hg/ha,1967,29893.0
3894,Spain,Yield,hg/ha,1968,26491.0
3895,Spain,Yield,hg/ha,1969,28700.0
3896,Spain,Yield,hg/ha,1970,28378.0
3897,Spain,Yield,hg/ha,1971,25122.0
3898,Spain,Yield,hg/ha,1972,32143.0
3899,Spain,Yield,hg/ha,1973,37826.0
3900,Spain,Yield,hg/ha,1974,41364.0
3901,Spain,Yield,hg/ha,1975,59130.0
3902,Spain,Yield,hg/ha,1976,72791.0
3903,Spain,Yield,hg/ha,1977,75111.0
3904,Spain,Yield,hg/ha,1978,99412.0
3905,Spain,Yield,hg/ha,1979,139820.0
3906,Spain,Yield,hg/ha,1980,170172.0
3907,Spain,Yield,hg/ha,1981,206383.0
3908,Spain,Yield,hg/ha,1982,151967.0
3909,Spain,Yield,hg/ha,1983,166833.0
3910,Spain,Yield,hg/ha,1984,193151.0
3911,Spain,Yield,hg/ha,1985,187931.0
3912,Spain,Yield,hg/ha,1986,193367.0
3913,Spain,Yield,hg/ha,1987,215234.0
3914,Spain,Yield,hg/ha,1988,213491.0
3915,Spain,Yield,hg/ha,1989,222522.0
3916,Spain,Yield,hg/ha,1990,207413.0
3917,Spain,Yield,hg/ha,1991,234161.0
3918,Spain,Yield,hg/ha,1992,269383.0
3919,Spain,Yield,hg/ha,1993,295601.0
3920,Spain,Yield,hg/ha,1994,317079.0
3921,Spain,Yield,hg/ha,1995,320787.0
3922,Spain,Yield,hg/ha,1996,282963.0
3923,Spain,Yield,hg/ha,1997,295258.0
3924,Spain,Yield,hg/ha,1998,331505.0
3925,Spain,Yield,hg/ha,1999,345183.0
3926,Spain,Yield,hg/ha,2000,311954.0
3927,Spain,Yield,hg/ha,2001,321308.0
3928,Spain,Yield,hg/ha,2002,313838.0
3929,Spain,Yield,hg/ha,2003,288941.0
3930,Spain,Yield,hg/ha,2004,434192.0
3931,Spain,Yield,hg/ha,2005,366773.0
3932,Spain,Yield,hg/ha,2006,398367.0
3933,Spain,Yield,hg/ha,2007,333175.0
3934,Spain,Yield,hg/ha,2008,345759.0
3935,Spain,Yield,hg/ha,2009,380505.0
3936,Spain,Yield,hg/ha,2010,364034.0
3937,Spain,Yield,hg/ha,2011,380989.0
3938,Spain,Yield,hg/ha,2012,380436.0
3939,Spain,Yield,hg/ha,2013,390625.0
3940,Spain,Yield,hg/ha,2014,374673.0
3941,Spain,Yield,hg/ha,2015,550830.0
3942,Spain,Yield,hg/ha,2016,549870.0
3943,Spain,Yield,hg/ha,2017,528547.0
3944,Spain,Yield,hg/ha,2018,490299.0
3945,Spain,Yield,hg/ha,2019,484793.0
3946,Spain,Production,tonnes,1961,8762.0
3947,Spain,Production,tonnes,1962,5911.0
3948,Spain,Production,tonnes,1963,5740.0
3949,Spain,Production,tonnes,1964,6504.0
3950,Spain,Production,tonnes,1965,6035.0
3951,Spain,Production,tonnes,1966,7000.0
3952,Spain,Production,tonnes,1967,8370.0
3953,Spain,Production,tonnes,1968,9007.0
3954,Spain,Production,tonnes,1969,9184.0
3955,Spain,Production,tonnes,1970,10500.0
3956,Spain,Production,tonnes,1971,10300.0
3957,Spain,Production,tonnes,1972,13500.0
3958,Spain,Production,tonnes,1973,17400.0
3959,Spain,Production,tonnes,1974,18200.0
3960,Spain,Production,tonnes,1975,27200.0
3961,Spain,Production,tonnes,1976,31300.0
3962,Spain,Production,tonnes,1977,33800.0
3963,Spain,Production,tonnes,1978,50700.0
3964,Spain,Production,tonnes,1979,80900.0
3965,Spain,Production,tonnes,1980,98700.0
3966,Spain,Production,tonnes,1981,97000.0
3967,Spain,Production,tonnes,1982,92700.0
3968,Spain,Production,tonnes,1983,100100.0
3969,Spain,Production,tonnes,1984,141000.0
3970,Spain,Production,tonnes,1985,163500.0
3971,Spain,Production,tonnes,1986,189500.0
3972,Spain,Production,tonnes,1987,230300.0
3973,Spain,Production,tonnes,1988,226300.0
3974,Spain,Production,tonnes,1989,255900.0
3975,Spain,Production,tonnes,1990,206500.0
3976,Spain,Production,tonnes,1991,181100.0
3977,Spain,Production,tonnes,1992,218200.0
3978,Spain,Production,tonnes,1993,261400.0
3979,Spain,Production,tonnes,1994,282200.0
3980,Spain,Production,tonnes,1995,285500.0
3981,Spain,Production,tonnes,1996,229200.0
3982,Spain,Production,tonnes,1997,273734.0
3983,Spain,Production,tonnes,1998,308300.0
3984,Spain,Production,tonnes,1999,377527.0
3985,Spain,Production,tonnes,2000,344865.0
3986,Spain,Production,tonnes,2001,314079.0
3987,Spain,Production,tonnes,2002,279441.0
3988,Spain,Production,tonnes,2003,264237.0
3989,Spain,Production,tonnes,2004,334892.0
3990,Spain,Production,tonnes,2005,320853.0
3991,Spain,Production,tonnes,2006,330485.0
3992,Spain,Production,tonnes,2007,269139.0
3993,Spain,Production,tonnes,2008,281240.0
3994,Spain,Production,tonnes,2009,266772.0
3995,Spain,Production,tonnes,2010,275355.0
3996,Spain,Production,tonnes,2011,262730.0
3997,Spain,Production,tonnes,2012,290843.0
3998,Spain,Production,tonnes,2013,312500.0
3999,Spain,Production,tonnes,2014,291870.0
4000,Spain,Production,tonnes,2015,397369.0
4001,Spain,Production,tonnes,2016,377596.0
4002,Spain,Production,tonnes,2017,360416.0
4003,Spain,Production,tonnes,2018,344680.0
4004,Spain,Production,tonnes,2019,351960.0
4005,Sweden,Area harvested,ha,1989,2600.0
4006,Sweden,Area harvested,ha,1990,2408.0
4007,Sweden,Area harvested,ha,1991,2840.0
4008,Sweden,Area harvested,ha,1992,2758.0
4009,Sweden,Area harvested,ha,1993,2600.0
4010,Sweden,Area harvested,ha,1994,2600.0
4011,Sweden,Area harvested,ha,1995,2600.0
4012,Sweden,Area harvested,ha,1996,3000.0
4013,Sweden,Area harvested,ha,1997,3000.0
4014,Sweden,Area harvested,ha,1998,3000.0
4015,Sweden,Area harvested,ha,1999,2707.0
4016,Sweden,Area harvested,ha,2000,3000.0
4017,Sweden,Area harvested,ha,2001,1907.0
4018,Sweden,Area harvested,ha,2002,2209.0
4019,Sweden,Area harvested,ha,2003,2209.0
4020,Sweden,Area harvested,ha,2004,2001.0
4021,Sweden,Area harvested,ha,2005,2401.0
4022,Sweden,Area harvested,ha,2006,2203.0
4023,Sweden,Area harvested,ha,2007,1800.0
4024,Sweden,Area harvested,ha,2008,2000.0
4025,Sweden,Area harvested,ha,2009,1900.0
4026,Sweden,Area harvested,ha,2010,1900.0
4027,Sweden,Area harvested,ha,2011,1790.0
4028,Sweden,Area harvested,ha,2012,2200.0
4029,Sweden,Area harvested,ha,2013,2200.0
4030,Sweden,Area harvested,ha,2014,1940.0
4031,Sweden,Area harvested,ha,2015,1990.0
4032,Sweden,Area harvested,ha,2016,2010.0
4033,Sweden,Area harvested,ha,2017,1970.0
4034,Sweden,Area harvested,ha,2018,2070.0
4035,Sweden,Area harvested,ha,2019,1960.0
4036,Sweden,Yield,hg/ha,1989,42308.0
4037,Sweden,Yield,hg/ha,1990,41806.0
4038,Sweden,Yield,hg/ha,1991,36708.0
4039,Sweden,Yield,hg/ha,1992,38503.0
4040,Sweden,Yield,hg/ha,1993,42692.0
4041,Sweden,Yield,hg/ha,1994,42692.0
4042,Sweden,Yield,hg/ha,1995,42692.0
4043,Sweden,Yield,hg/ha,1996,39000.0
4044,Sweden,Yield,hg/ha,1997,37667.0
4045,Sweden,Yield,hg/ha,1998,31667.0
4046,Sweden,Yield,hg/ha,1999,46177.0
4047,Sweden,Yield,hg/ha,2000,37000.0
4048,Sweden,Yield,hg/ha,2001,48768.0
4049,Sweden,Yield,hg/ha,2002,44568.0
4050,Sweden,Yield,hg/ha,2003,44568.0
4051,Sweden,Yield,hg/ha,2004,57471.0
4052,Sweden,Yield,hg/ha,2005,50550.0
4053,Sweden,Yield,hg/ha,2006,53109.0
4054,Sweden,Yield,hg/ha,2007,65556.0
4055,Sweden,Yield,hg/ha,2008,58500.0
4056,Sweden,Yield,hg/ha,2009,61579.0
4057,Sweden,Yield,hg/ha,2010,60526.0
4058,Sweden,Yield,hg/ha,2011,72028.0
4059,Sweden,Yield,hg/ha,2012,74091.0
4060,Sweden,Yield,hg/ha,2013,62727.0
4061,Sweden,Yield,hg/ha,2014,82577.0
4062,Sweden,Yield,hg/ha,2015,85829.0
4063,Sweden,Yield,hg/ha,2016,76020.0
4064,Sweden,Yield,hg/ha,2017,79898.0
4065,Sweden,Yield,hg/ha,2018,75556.0
4066,Sweden,Yield,hg/ha,2019,82908.0
4067,Sweden,Production,tonnes,1989,11000.0
4068,Sweden,Production,tonnes,1990,10067.0
4069,Sweden,Production,tonnes,1991,10425.0
4070,Sweden,Production,tonnes,1992,10619.0
4071,Sweden,Production,tonnes,1993,11100.0
4072,Sweden,Production,tonnes,1994,11100.0
4073,Sweden,Production,tonnes,1995,11100.0
4074,Sweden,Production,tonnes,1996,11700.0
4075,Sweden,Production,tonnes,1997,11300.0
4076,Sweden,Production,tonnes,1998,9500.0
4077,Sweden,Production,tonnes,1999,12500.0
4078,Sweden,Production,tonnes,2000,11100.0
4079,Sweden,Production,tonnes,2001,9300.0
4080,Sweden,Production,tonnes,2002,9845.0
4081,Sweden,Production,tonnes,2003,9845.0
4082,Sweden,Production,tonnes,2004,11500.0
4083,Sweden,Production,tonnes,2005,12137.0
4084,Sweden,Production,tonnes,2006,11700.0
4085,Sweden,Production,tonnes,2007,11800.0
4086,Sweden,Production,tonnes,2008,11700.0
4087,Sweden,Production,tonnes,2009,11700.0
4088,Sweden,Production,tonnes,2010,11500.0
4089,Sweden,Production,tonnes,2011,12893.0
4090,Sweden,Production,tonnes,2012,16300.0
4091,Sweden,Production,tonnes,2013,13800.0
4092,Sweden,Production,tonnes,2014,16020.0
4093,Sweden,Production,tonnes,2015,17080.0
4094,Sweden,Production,tonnes,2016,15280.0
4095,Sweden,Production,tonnes,2017,15740.0
4096,Sweden,Production,tonnes,2018,15640.0
4097,Sweden,Production,tonnes,2019,16250.0
4098,Switzerland,Area harvested,ha,1961,900.0
4099,Switzerland,Area harvested,ha,1962,900.0
4100,Switzerland,Area harvested,ha,1963,900.0
4101,Switzerland,Area harvested,ha,1964,900.0
4102,Switzerland,Area harvested,ha,1965,900.0
4103,Switzerland,Area harvested,ha,1966,900.0
4104,Switzerland,Area harvested,ha,1967,986.0
4105,Switzerland,Area harvested,ha,1968,500.0
4106,Switzerland,Area harvested,ha,1969,400.0
4107,Switzerland,Area harvested,ha,1970,270.0
4108,Switzerland,Area harvested,ha,1971,270.0
4109,Switzerland,Area harvested,ha,1972,270.0
4110,Switzerland,Area harvested,ha,1973,248.0
4111,Switzerland,Area harvested,ha,1974,224.0
4112,Switzerland,Area harvested,ha,1975,232.0
4113,Switzerland,Area harvested,ha,1976,248.0
4114,Switzerland,Area harvested,ha,1977,254.0
4115,Switzerland,Area harvested,ha,1978,259.0
4116,Switzerland,Area harvested,ha,1979,294.0
4117,Switzerland,Area harvested,ha,1980,390.0
4118,Switzerland,Area harvested,ha,1981,313.0
4119,Switzerland,Area harvested,ha,1982,315.0
4120,Switzerland,Area harvested,ha,1983,326.0
4121,Switzerland,Area harvested,ha,1984,343.0
4122,Switzerland,Area harvested,ha,1985,345.0
4123,Switzerland,Area harvested,ha,1986,368.0
4124,Switzerland,Area harvested,ha,1987,407.0
4125,Switzerland,Area harvested,ha,1988,408.0
4126,Switzerland,Area harvested,ha,1989,411.0
4127,Switzerland,Area harvested,ha,1990,415.0
4128,Switzerland,Area harvested,ha,1991,398.0
4129,Switzerland,Area harvested,ha,1992,405.0
4130,Switzerland,Area harvested,ha,1993,429.0
4131,Switzerland,Area harvested,ha,1994,435.0
4132,Switzerland,Area harvested,ha,1995,427.0
4133,Switzerland,Area harvested,ha,1996,428.0
4134,Switzerland,Area harvested,ha,1997,447.0
4135,Switzerland,Area harvested,ha,1998,466.0
4136,Switzerland,Area harvested,ha,1999,446.0
4137,Switzerland,Area harvested,ha,2000,440.0
4138,Switzerland,Area harvested,ha,2001,429.0
4139,Switzerland,Area harvested,ha,2002,414.0
4140,Switzerland,Area harvested,ha,2003,410.0
4141,Switzerland,Area harvested,ha,2004,413.0
4142,Switzerland,Area harvested,ha,2005,433.0
4143,Switzerland,Area harvested,ha,2006,433.0
4144,Switzerland,Area harvested,ha,2007,418.0
4145,Switzerland,Area harvested,ha,2008,418.0
4146,Switzerland,Area harvested,ha,2009,421.0
4147,Switzerland,Area harvested,ha,2010,425.0
4148,Switzerland,Area harvested,ha,2011,444.0
4149,Switzerland,Area harvested,ha,2012,473.0
4150,Switzerland,Area harvested,ha,2013,498.0
4151,Switzerland,Area harvested,ha,2014,507.0
4152,Switzerland,Area harvested,ha,2015,504.0
4153,Switzerland,Area harvested,ha,2016,517.0
4154,Switzerland,Area harvested,ha,2017,514.0
4155,Switzerland,Area harvested,ha,2018,512.0
4156,Switzerland,Area harvested,ha,2019,510.0
4157,Switzerland,Yield,hg/ha,1961,27778.0
4158,Switzerland,Yield,hg/ha,1962,27778.0
4159,Switzerland,Yield,hg/ha,1963,27778.0
4160,Switzerland,Yield,hg/ha,1964,27778.0
4161,Switzerland,Yield,hg/ha,1965,27778.0
4162,Switzerland,Yield,hg/ha,1966,27778.0
4163,Switzerland,Yield,hg/ha,1967,27120.0
4164,Switzerland,Yield,hg/ha,1968,70000.0
4165,Switzerland,Yield,hg/ha,1969,87500.0
4166,Switzerland,Yield,hg/ha,1970,122222.0
4167,Switzerland,Yield,hg/ha,1971,92593.0
4168,Switzerland,Yield,hg/ha,1972,129630.0
4169,Switzerland,Yield,hg/ha,1973,88710.0
4170,Switzerland,Yield,hg/ha,1974,116071.0
4171,Switzerland,Yield,hg/ha,1975,99138.0
4172,Switzerland,Yield,hg/ha,1976,97984.0
4173,Switzerland,Yield,hg/ha,1977,109449.0
4174,Switzerland,Yield,hg/ha,1978,115830.0
4175,Switzerland,Yield,hg/ha,1979,95238.0
4176,Switzerland,Yield,hg/ha,1980,89744.0
4177,Switzerland,Yield,hg/ha,1981,95847.0
4178,Switzerland,Yield,hg/ha,1982,130159.0
4179,Switzerland,Yield,hg/ha,1983,128834.0
4180,Switzerland,Yield,hg/ha,1984,128280.0
4181,Switzerland,Yield,hg/ha,1985,145797.0
4182,Switzerland,Yield,hg/ha,1986,114130.0
4183,Switzerland,Yield,hg/ha,1987,119656.0
4184,Switzerland,Yield,hg/ha,1988,134069.0
4185,Switzerland,Yield,hg/ha,1989,141217.0
4186,Switzerland,Yield,hg/ha,1990,168000.0
4187,Switzerland,Yield,hg/ha,1991,160804.0
4188,Switzerland,Yield,hg/ha,1992,175753.0
4189,Switzerland,Yield,hg/ha,1993,184126.0
4190,Switzerland,Yield,hg/ha,1994,182667.0
4191,Switzerland,Yield,hg/ha,1995,209157.0
4192,Switzerland,Yield,hg/ha,1996,193318.0
4193,Switzerland,Yield,hg/ha,1997,188949.0
4194,Switzerland,Yield,hg/ha,1998,177232.0
4195,Switzerland,Yield,hg/ha,1999,181704.0
4196,Switzerland,Yield,hg/ha,2000,185841.0
4197,Switzerland,Yield,hg/ha,2001,190210.0
4198,Switzerland,Yield,hg/ha,2002,192464.0
4199,Switzerland,Yield,hg/ha,2003,199366.0
4200,Switzerland,Yield,hg/ha,2004,223729.0
4201,Switzerland,Yield,hg/ha,2005,197298.0
4202,Switzerland,Yield,hg/ha,2006,174619.0
4203,Switzerland,Yield,hg/ha,2007,186555.0
4204,Switzerland,Yield,hg/ha,2008,167321.0
4205,Switzerland,Yield,hg/ha,2009,162993.0
4206,Switzerland,Yield,hg/ha,2010,173224.0
4207,Switzerland,Yield,hg/ha,2011,185045.0
4208,Switzerland,Yield,hg/ha,2012,179577.0
4209,Switzerland,Yield,hg/ha,2013,175562.0
4210,Switzerland,Yield,hg/ha,2014,215108.0
4211,Switzerland,Yield,hg/ha,2015,181706.0
4212,Switzerland,Yield,hg/ha,2016,177718.0
4213,Switzerland,Yield,hg/ha,2017,142685.0
4214,Switzerland,Yield,hg/ha,2018,160332.0
4215,Switzerland,Yield,hg/ha,2019,167549.0
4216,Switzerland,Production,tonnes,1961,2500.0
4217,Switzerland,Production,tonnes,1962,2500.0
4218,Switzerland,Production,tonnes,1963,2500.0
4219,Switzerland,Production,tonnes,1964,2500.0
4220,Switzerland,Production,tonnes,1965,2500.0
4221,Switzerland,Production,tonnes,1966,2500.0
4222,Switzerland,Production,tonnes,1967,2674.0
4223,Switzerland,Production,tonnes,1968,3500.0
4224,Switzerland,Production,tonnes,1969,3500.0
4225,Switzerland,Production,tonnes,1970,3300.0
4226,Switzerland,Production,tonnes,1971,2500.0
4227,Switzerland,Production,tonnes,1972,3500.0
4228,Switzerland,Production,tonnes,1973,2200.0
4229,Switzerland,Production,tonnes,1974,2600.0
4230,Switzerland,Production,tonnes,1975,2300.0
4231,Switzerland,Production,tonnes,1976,2430.0
4232,Switzerland,Production,tonnes,1977,2780.0
4233,Switzerland,Production,tonnes,1978,3000.0
4234,Switzerland,Production,tonnes,1979,2800.0
4235,Switzerland,Production,tonnes,1980,3500.0
4236,Switzerland,Production,tonnes,1981,3000.0
4237,Switzerland,Production,tonnes,1982,4100.0
4238,Switzerland,Production,tonnes,1983,4200.0
4239,Switzerland,Production,tonnes,1984,4400.0
4240,Switzerland,Production,tonnes,1985,5030.0
4241,Switzerland,Production,tonnes,1986,4200.0
4242,Switzerland,Production,tonnes,1987,4870.0
4243,Switzerland,Production,tonnes,1988,5470.0
4244,Switzerland,Production,tonnes,1989,5804.0
4245,Switzerland,Production,tonnes,1990,6972.0
4246,Switzerland,Production,tonnes,1991,6400.0
4247,Switzerland,Production,tonnes,1992,7118.0
4248,Switzerland,Production,tonnes,1993,7899.0
4249,Switzerland,Production,tonnes,1994,7946.0
4250,Switzerland,Production,tonnes,1995,8931.0
4251,Switzerland,Production,tonnes,1996,8274.0
4252,Switzerland,Production,tonnes,1997,8446.0
